Study,Time,Conc,SD,Matrix,Species,Route,Repeat,Dose,Chemical
19,1.3,53.6,2.35,Plasma,Cattle,IV,1,50,FLO
19,1.5,52.4,2.42,Plasma,Cattle,IV,1,50,FLO
19,2,45.8,2.16,Plasma,Cattle,IV,1,50,FLO
19,3,35.6,1.68,Plasma,Cattle,IV,1,50,FLO
19,4,28.7,2.27,Plasma,Cattle,IV,1,50,FLO
19,6,18.5,2.33,Plasma,Cattle,IV,1,50,FLO
19,8,12.2,1.54,Plasma,Cattle,IV,1,50,FLO
19,12,4.8,1,Plasma,Cattle,IV,1,50,FLO
20,336,7.7,0.587,Liver,Cattle,SC,1,40,FLOA
20,504,4.98,1.374,Liver,Cattle,SC,1,40,FLOA
20,672,4.08,1.199,Liver,Cattle,SC,1,40,FLOA
20,840,2.11,0.452,Liver,Cattle,SC,1,40,FLOA
20,1008,0.89,0.622,Liver,Cattle,SC,1,40,FLOA
20,1176,0.54,0.282,Liver,Cattle,SC,1,40,FLOA
20,1344,0.39,0.144,Liver,Cattle,SC,1,40,FLOA
20,336,0.91,0.083,Kidney,Cattle,SC,1,40,FLOA
20,504,0.58,0.158,Kidney,Cattle,SC,1,40,FLOA
20,672,0.41,0.048,Kidney,Cattle,SC,1,40,FLOA
20,840,0.21,0.067,Kidney,Cattle,SC,1,40,FLOA
20,1008,0.14,0.059,Kidney,Cattle,SC,1,40,FLOA
20,336,0.17,0.02,Muscle,Cattle,SC,1,40,FLOA
20,504,0.11,0.002,Muscle,Cattle,SC,1,40,FLOA
21,336,7.08,NA,Liver,Cattle,SC,1,40,FLOA
21,504,4.56,NA,Liver,Cattle,SC,1,40,FLOA
21,672,1.62,NA,Liver,Cattle,SC,1,40,FLOA
21,840,1.23,NA,Liver,Cattle,SC,1,40,FLOA
21,1008,0.81,NA,Liver,Cattle,SC,1,40,FLOA
21,336,0.16,NA,Muscle,Cattle,SC,1,40,FLOA
21,504,0.11,NA,Muscle,Cattle,SC,1,40,FLOA
21,672,0.11,NA,Muscle,Cattle,SC,1,40,FLOA
21,840,0.14,NA,Muscle,Cattle,SC,1,40,FLOA
22,336,6.67,2.76,Liver,Cattle,SC,1,40,FLOA
22,504,6.28,0.51,Liver,Cattle,SC,1,40,FLOA
22,672,3.93,1.22,Liver,Cattle,SC,1,40,FLOA
22,840,1.79,0.457,Liver,Cattle,SC,1,40,FLOA
22,1008,0.92,0.069,Liver,Cattle,SC,1,40,FLOA
22,1176,0.51,0.149,Liver,Cattle,SC,1,40,FLOA
22,1344,0.34,0.07,Liver,Cattle,SC,1,40,FLOA
